Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,3.282,2,0.7,-2.6256,2022-08-21 10:07:49.048333832,2022-08
First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,34.02,3,0.0,16.6698,2023-07-09 10:16:27.811468024,2023-07
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,599.292,6,0.1,93.2232,2023-02-18 04:40:33.863704592,2023-02
Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,3.392,1,0.2,0.8056,2022-08-27 23:42:16.535574904,2022-08
Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,559.984,2,0.2,55.9984,2023-08-03 10:48:27.235064544,2023-08
Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,603.92,5,0.2,75.49,2022-01-21 13:43:58.126688682,2022-01
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,7.968,2,0.2,2.5896,2022-06-30 15:02:38.871209846,2022-06
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392,2022-06-15 05:37:11.762233564,2022-06
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,336.51,3,0.4,44.868,2023-01-22 03:07:11.221855300,2023-01
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904,2023-10-17 22:54:43.338336832,2023-10
Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,520.05,5,0.0,72.807,2022-01-11 13:52:10.951666166,2022-01
Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,17.97,3,0.0,5.2113,2022-05-27 23:54:48.742119484,2022-05
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,1166.92,5,0.2,131.2785,2022-12-08 04:36:40.420294204,2022-12
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.624,2,0.2,5.484,2022-10-10 16:26:56.811768236,2022-10
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,10.23,3,0.0,4.9104,2022-07-27 00:50:34.764335034,2022-07
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,154.9,5,0.0,69.705,2023-09-06 19:26:47.084959472,2023-09
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,2715.93,7,0.0,1276.4871,2023-01-12 22:30:56.739717804,2023-01
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,617.97,3,0.0,173.0316,2022-08-02 07:24:50.363254276,2022-08
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,10.67,1,0.0,4.9082,2023-01-12 13:45:41.879315520,2023-01
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,36.63,3,0.0,9.8901,2023-02-26 10:31:09.708796160,2023-02
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,24.1,5,0.0,9.158,2022-12-17 10:57:57.874512160,2022-12
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,33.11,7,0.0,12.9129,2023-06-24 11:21:18.534974480,2023-06
Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,44.02,2,0.0,11.4452,2022-06-27 22:15:48.904232962,2022-06
Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0.0,762.1845,2023-10-16 01:23:26.064244968,2023-10
Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,1090.782,7,0.4,-290.8752,2022-06-23 14:57:53.551486040,2022-06
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2023-10-15 13:08:05.259681776,2023-10
Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,484.65,3,0.0,92.0835,2023-06-12 19:13:23.002101472,2023-06
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,115.296,3,0.2,40.3536,2023-12-13 10:03:03.728610024,2023-12
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,7.08,3,0.2,2.478,2023-09-30 22:58:10.843590512,2023-09
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,4.401,3,0.7,-3.5208,2022-06-21 05:11:15.472830982,2022-06
Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,44.75,5,0.0,20.585,2022-08-18 01:35:32.332632844,2022-08
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,95.984,2,0.2,5.999,2023-07-12 22:18:50.471329928,2023-07
First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,151.72,4,0.0,27.3096,2022-09-14 03:08:54.974482136,2022-09
Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,155.25,3,0.0,46.575,2023-02-14 00:52:44.455118584,2023-02
Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,14.03,1,0.0,4.0687,2023-12-09 20:15:38.096667664,2023-12
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,1618.37,13,0.0,356.0414,2022-10-29 15:39:49.552686880,2022-10
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,99.6,1,0.0,36.852,2023-07-29 17:00:14.049834880,2023-07
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,32.4,5,0.0,15.552,2022-08-11 15:31:10.789552688,2022-08
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,13.96,2,0.0,6.7008,2022-03-04 15:57:33.017111978,2022-03
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,155.82,3,0.0,63.8862,2023-04-10 15:00:29.180426296,2023-04
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,124.95,5,0.0,2.499,2023-03-16 00:28:05.980186128,2023-03
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,601.65,5,0.0,156.429,2022-03-24 08:40:55.478835185,2022-03
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,22.74,3,0.0,8.8686,2022-02-06 18:24:57.928549985,2022-02
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,1267.53,3,0.0,316.8825,2022-03-22 12:54:41.176823777,2022-03
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,1379.92,8,0.0,648.5624,2023-08-07 07:36:04.755328728,2023-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,6.208,2,0.2,2.1728,2022-03-30 17:00:14.049834884,2022-03
First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.808,2,0.2,4.2804,2023-10-19 02:55:30.891624136,2023-10
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2023-10-16 03:08:29.036325424,2023-10
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,63.312,3,0.2,20.5764,2022-08-14 08:18:00.756529572,2022-08
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,15.588,2,0.4,-9.8724,2023-11-27 17:37:24.731311920,2023-11
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,177.2,5,0.0,83.284,2022-08-21 22:23:09.852897028,2022-08
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,197.97,3,0.0,57.4113,2022-12-12 11:54:35.773041128,2022-12
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,854.94,3,0.0,213.735,2023-12-01 21:25:14.139897928,2023-12
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,124.11,9,0.0,52.1262,2023-08-23 21:02:19.417592312,2023-08
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,14.4,5,0.0,7.056,2022-08-02 09:09:53.335334736,2022-08
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,15.696,3,0.2,5.1012,2022-08-02 00:24:38.474932452,2022-08
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,2.628,2,0.7,-1.9272,2023-05-19 01:41:35.466826776,2023-05
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,14.427,3,0.7,-10.5798,2023-07-03 08:57:21.128790152,2023-07
Standard Class,Home Office,United States,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,86.62,2,0.0,8.662,2023-01-01 15:08:16.067247072,2023-01
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,36.624,3,0.2,13.734,2022-06-10 13:34:01.549084358,2022-06
First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,23.968,7,0.2,2.6964,2023-12-20 17:08:00.936655656,2023-12
First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,28.728,3,0.2,1.7955,2022-05-01 21:07:04.737316122,2022-05
Standard Class,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,697.16,4,0.0,146.4036,2022-07-14 16:57:12.482737916,2022-07
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,31.86,2,0.0,11.151,2023-09-26 22:40:27.379165416,2023-09
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,722.352,3,0.2,90.294,2022-09-15 17:40:00.360252176,2022-09
First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,8.84,5,0.2,2.9835,2022-06-07 17:17:05.637946562,2022-06
First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,58.464,9,0.8,-146.16,2023-09-19 17:20:33.143200240,2023-09
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,254.604,14,0.3,-18.186,2022-06-26 12:59:52.434704292,2022-06
Standard Class,Consumer,United States,Miami,Florida,33142,South,Technology,Phones,1363.96,5,0.2,85.2475,2022-06-08 03:47:23.470429300,2022-06
Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,102.36,3,0.2,-3.8385,2023-06-14 04:29:19.471630144,2023-06
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,1113.504,12,0.2,125.2692,2023-08-14 02:25:41.158811168,2023-08
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,99.99,1,0.0,37.9962,2022-04-14 08:55:11.438006604,2022-04
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,168.464,2,0.2,-29.4812,2022-10-19 10:32:53.461422996,2022-10
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,6.72,2,0.2,2.436,2022-08-22 21:08:48.489942960,2022-08
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,282.888,9,0.2,56.5776,2022-05-26 00:38:28.495947162,2022-05
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,11.16,2,0.0,4.3524,2023-10-17 10:39:22.533773640,2023-10
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,108.4,2,0.0,22.764,2023-05-03 11:00:59.441609128,2023-05
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,82.344,3,0.2,27.7911,2023-03-02 05:33:44.256979888,2023-03
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,9.088,4,0.2,3.2944,2022-07-15 10:27:42.203542480,2022-07
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,19.936,4,0.2,7.2268,2023-05-28 18:33:10.753527472,2023-05
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,65.568,2,0.2,22.9488,2022-10-09 10:41:06.286400480,2022-10
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008,2023-11-12 01:11:45.734013808,2023-11
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,107.772,2,0.3,-29.2524,2023-05-26 19:16:50.507355144,2023-05
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,45.216,3,0.2,4.5216,2022-11-21 20:25:34.674271992,2022-11
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,10.416,7,0.2,-2.2134,2022-07-17 16:44:14.338036626,2022-07
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,7.872,3,0.2,1.2792,2022-12-28 00:50:08.826178324,2022-12
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,118.782,3,0.4,-27.7158,2023-03-05 14:06:00.972680880,2023-03
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,1.448,1,0.2,0.2353,2022-01-12 16:07:55.532873011,2022-01
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,55.47,5,0.7,-46.225,2023-09-02 08:38:45.788051632,2023-09
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,194.848,4,0.2,12.178,2022-01-14 10:09:06.862803962,2022-01
Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,1.744,1,0.2,-0.3488,2022-06-21 06:56:18.444911438,2022-06
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,25.176,4,0.7,-18.4624,2022-08-26 03:56:02.233563496,2022-08
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,19.46,7,0.0,5.0596,2023-10-24 01:58:52.993095168,2023-10
Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,29.472,3,0.2,9.9468,2022-11-15 05:06:04.214950464,2022-11
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,8.64,2,0.2,3.024,2023-02-13 07:22:14.734314020,2023-02
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,6.27,5,0.7,-4.598,2023-01-06 03:41:20.336235364,2023-01
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,4.368,7,0.7,-3.3488,2022-10-04 06:22:35.268688080,2022-10
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,31.984,2,0.2,1.999,2022-07-09 09:08:35.520864604,2022-07
First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,40.88,7,0.0,10.6288,2022-03-31 07:00:37.826478535,2022-03
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,119.96,2,0.0,33.5888,2023-12-23 13:24:56.847793456,2023-12
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,31.44,3,0.0,8.4888,2022-05-18 03:33:07.511257880,2022-05
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.88,1,0.2,2.322,2022-12-27 23:05:05.854097868,2022-12
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,19.92,4,0.0,9.3624,2023-08-17 19:43:12.734914440,2023-08
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1106.91,9,0.0,121.7601,2022-12-24 07:32:37.250075052,2022-12
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,836.592,8,0.4,-264.9208,2022-05-29 23:11:08.988291804,2022-05
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,26.38,1,0.0,12.1348,2022-07-20 11:16:07.277093966,2022-07
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,362.92,2,0.0,105.2468,2022-05-17 11:47:40.762533774,2022-05
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,4899.93,7,0.0,2400.9657,2023-12-10 03:15:49.984989488,2023-12
Same Day,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,2022-06-09 06:03:08.051636146,2022-06
Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,71.976,3,0.2,7.1976,2022-10-01 03:05:27.469228460,2022-10
Second Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Labels,3.15,1,0.0,1.512,2023-06-19 19:18:08.321825280,2023-06
Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,31.984,2,0.2,1.999,2022-08-08 12:14:02.990093064,2022-08
Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Technology,Phones,71.984,2,0.2,25.1944,2023-01-03 21:24:48.201741220,2023-01
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,120.15,9,0.0,33.642,2023-03-25 05:04:20.462323624,2023-03
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,219.184,2,0.2,19.1786,2023-12-11 02:01:28.622035424,2023-12
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,28.9,5,0.0,14.161,2022-11-28 10:00:02.161513060,2022-11
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Appliances,355.96,2,0.0,103.2284,2023-02-09 08:49:34.241969380,2023-02
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,348.208,7,0.2,30.4682,2023-12-09 06:15:14.320024016,2023-12
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,35.784,7,0.7,-28.6272,2022-03-20 06:38:09.042329631,2022-03
First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,447.84,5,0.2,11.196,2022-04-03 20:48:03.458420895,2022-04
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,7.04,4,0.0,2.0416,2023-07-12 11:48:32.638847192,2023-07
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,8.73,3,0.0,4.1031,2022-12-11 13:08:57.135995196,2022-12
First Class,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,29.29,1,0.0,9.6657,2022-02-03 22:08:02.017412188,2022-02
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,8.64,3,0.0,2.5056,2023-11-21 21:33:26.964875408,2023-11
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145,2022-04-28 12:34:48.021615130,2022-04
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,2022-12-06 08:50:26.118282796,2022-12
Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Paper,22.92,3,0.0,11.2308,2023-05-14 09:38:25.253677576,2023-05
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,100.704,6,0.2,-16.3644,2022-07-27 21:51:10.429300510,2022-07
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566,2023-10-21 23:12:26.802761936,2023-10
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,2023-10-17 15:54:31.450015008,2023-10
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,58.368,12,0.2,21.888,2022-02-22 14:20:42.870009006,2022-02
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,40.968,3,0.2,13.8267,2022-04-09 06:21:43.392374662,2022-04
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,71.96,5,0.2,25.186,2022-11-09 00:16:51.588111676,2022-11
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2023-04-26 19:41:28.982287600,2023-04
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.192,2,0.8,-2.0264,2023-07-10 10:47:09.420594416,2023-07
Second Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,46.672,2,0.2,16.3352,2022-06-21 13:56:30.333233264,2022-06
Second Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Bookcases,119.833,1,0.15,-12.6882,2023-02-16 08:54:19.561693184,2023-02
Second Class,Consumer,United States,Encinitas,California,92024,West,Technology,Accessories,119.98,2,0.0,57.5904,2023-02-22 18:58:41.104773344,2023-02
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,6.3,2,0.0,3.024,2023-09-08 09:57:52.470729512,2023-09
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,279.9,5,0.0,137.151,2023-11-08 07:54:14.157910536,2023-11
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,619.95,5,0.0,111.591,2022-10-02 01:51:06.106274392,2022-10
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,4.36,2,0.0,2.0492,2023-01-11 11:29:57.298108676,2023-01
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,15.28,2,0.0,7.4872,2022-07-26 17:50:22.876013208,2022-07
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,699.93,7,0.0,181.9818,2022-01-26 21:32:35.088561993,2022-01
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,22.96,7,0.0,6.6584,2023-08-22 17:01:31.864305016,2023-08
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Furnishings,38.6,4,0.0,11.58,2022-08-29 01:58:01.116781748,2022-08
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,6.63,3,0.0,1.7901,2022-08-23 00:38:54.434103872,2022-08
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Envelopes,23.34,3,0.0,10.9698,2022-11-01 10:11:42.491744220,2022-11
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Chairs,1067.94,3,0.0,224.2674,2023-01-24 23:24:07.132993096,2023-01
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Art,10.16,1,0.0,2.6416,2023-04-22 03:38:18.769138400,2023-04
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,101.88,6,0.0,50.94,2023-03-16 03:58:11.924347040,2023-03
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,343.92,4,0.0,75.6624,2023-08-14 21:41:13.851696184,2023-08
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,40.99,1,0.0,20.0851,2022-11-17 02:37:21.489042328,2022-11
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,63.9,5,0.0,28.755,2022-10-26 01:52:23.920744520,2022-10
First Class,Corporate,United States,Antioch,California,94509,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2022-08-04 01:26:01.693185228,2022-08
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,124.608,4,0.2,-23.364,2022-02-21 17:20:07.205043530,2022-02
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,7.56,3,0.2,2.646,2022-05-07 18:56:05.475833084,2022-05
Same Day,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Storage,85.224,3,0.2,7.4571,2023-10-22 00:57:29.774842392,2023-10
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Envelopes,287.52,8,0.0,129.384,2023-09-14 09:31:56.181326928,2023-09
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Appliances,37.68,2,0.0,10.5504,2023-06-30 16:10:31.161813272,2023-06
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Paper,19.98,2,0.0,8.991,2022-10-20 16:18:43.986790752,2022-10
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Art,20.58,7,0.0,5.5566,2022-07-20 09:31:04.305013510,2022-07
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Binders,17.38,2,0.0,8.69,2022-03-08 18:00:19.453617532,2022-03
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,204.6,2,0.0,53.196,2022-06-13 02:50:45.571900330,2022-06
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,8.72,4,0.0,2.8776,2022-09-18 17:27:02.215550884,2022-09
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2022-01-08 00:04:45.319723806,2022-01
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,686.32,2,0.2,223.054,2022-05-10 02:57:40.582407686,2022-05
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,62.18,1,0.0,16.7886,2022-03-28 05:28:32.999099369,2022-03
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Appliances,644.076,2,0.1,107.346,2022-02-25 12:22:41.753227259,2022-02
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Fasteners,5.84,2,0.0,2.628,2023-05-23 14:14:39.735815072,2023-05
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Binders,12.76,2,0.0,5.8696,2023-12-27 06:42:28.423896728,2023-12
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Technology,Phones,10.95,1,0.0,0.438,2022-08-09 07:29:35.682978084,2022-08
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Technology,Copiers,599.98,2,0.0,209.993,2022-02-25 22:52:59.585709997,2022-02
Standard Class,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,Furniture,Furnishings,8.352,6,0.2,1.2528,2023-01-14 21:47:16.985890124,2023-01
Standard Class,Corporate,United States,Reno,Nevada,89502,West,Office Supplies,Art,3.64,2,0.0,1.638,2022-05-06 00:54:54.145902132,2022-05
Standard Class,Corporate,United States,Reno,Nevada,89502,West,Office Supplies,Binders,159.768,7,0.2,53.9217,2022-04-25 00:32:25.361753228,2022-04
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Storage,122.48,2,0.0,0.0,2022-09-05 09:02:58.324827380,2022-09
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,2244.48,7,0.0,493.7856,2022-03-08 16:15:16.481537076,2022-03
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Binders,62.31,3,0.0,29.2857,2022-02-20 13:19:19.651756229,2022-02
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,455.1,2,0.0,100.122,2023-09-16 03:33:07.511257880,2023-09
Second Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,195.184,1,0.2,19.5184,2023-04-22 22:53:51.462023416,2023-04
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Appliances,362.94,3,0.0,90.735,2022-11-04 08:13:41.374962472,2022-11
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,11.54,2,0.0,5.77,2022-03-06 22:14:05.151606124,2022-03
